project_tier,source,year,model,trim,title,price_usd,current_bid_usd,mileage,title_status,drivable,location,seller_type,vin,listing_id,source_url,photo_url,first_seen
salvage,copart,2014,CAYENNE,S,2014 Porsche CAYENNE S,,,152920,salvage,,PA - HARRISBURG,salvage_auction,WP1AB2A28EL******,WP1AB2A28EL******,https://www.copart.com/lot/47988916,,2026-05-14 03:48:49.281315+00:00
salvage,copart,2015,CAYENNE,S,2015 Porsche CAYENNE S,,,54000,salvage,,IL - CHICAGO NORTH,salvage_auction,WP1AB2A21FL******,WP1AB2A21FL******,https://www.copart.com/lot/49937856,,2026-05-14 03:48:49.281323+00:00
salvage,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,124418,salvage,,CO - DENVER,salvage_auction,WP1AA2A24EL******,WP1AA2A24EL******,https://www.copart.com/lot/51179846,,2026-05-14 03:48:49.281338+00:00
clean,copart,2015,CAYENNE,SE HYBRID,2015 Porsche CAYENNE SE HYBRID,,,63498,clean,,CA - SACRAMENTO,salvage_auction,WP1AE2A27FL******,WP1AE2A27FL******,https://www.copart.com/lot/41798066,,2026-05-14 03:48:49.281355+00:00
salvage,copart,2022,CAYENNE,,2022 Porsche CAYENNE,,,29613,salvage,,CA - SUN VALLEY,salvage_auction,WP1AA2AY6ND******,WP1AA2AY6ND******,https://www.copart.com/lot/51179766,,2026-05-14 03:48:49.281415+00:00
salvage,copart,2018,CAYENNE,,2018 Porsche CAYENNE,,,148005,salvage,,GA - ATLANTA EAST,salvage_auction,WP1AA2A29JK******,WP1AA2A29JK******,https://www.copart.com/lot/50335916,,2026-05-14 03:48:49.281430+00:00
clean,copart,2016,CAYENNE,S,2016 Porsche CAYENNE S,,,115146,unknown,,TN - NASHVILLE,salvage_auction,WP1AB2A23GL******,WP1AB2A23GL******,https://www.copart.com/lot/76367905,,2026-05-14 03:48:49.281438+00:00
salvage,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,59717,salvage,,CA - VAN NUYS,salvage_auction,WP1AA2A20EL******,WP1AA2A20EL******,https://www.copart.com/lot/49667886,,2026-05-14 03:48:49.281470+00:00
salvage,copart,2015,CAYENNE,SE HYBRID,2015 Porsche CAYENNE SE HYBRID,,,146619,salvage,,VA - FREDERICKSBURG,salvage_auction,WP1AE2A24FL******,WP1AE2A24FL******,https://www.copart.com/lot/49372426,,2026-05-14 03:48:49.281478+00:00
salvage,copart,2019,CAYENNE,,2019 Porsche CAYENNE,,,62389,salvage,,SC - NORTH CHARLESTON,salvage_auction,WP1AA2AY8KD******,WP1AA2AY8KD******,https://www.copart.com/lot/51138876,,2026-05-14 03:48:49.281503+00:00
salvage,copart,2016,CAYENNE,SE HYBRID,2016 Porsche CAYENNE SE HYBRID,,,80812,salvage,,TX - DALLAS,salvage_auction,WP1AE2A20GL******,WP1AE2A20GL******,https://www.copart.com/lot/45988406,,2026-05-14 03:48:49.281510+00:00
salvage,copart,2016,CAYENNE,SE HYBRID,2016 Porsche CAYENNE SE HYBRID,,,115864,salvage,,DC - WASHINGTON DC,salvage_auction,WP1AE2A28GL******,WP1AE2A28GL******,https://www.copart.com/lot/49195996,,2026-05-14 03:48:49.281526+00:00
salvage,copart,2024,CAYENNE,,2024 Porsche CAYENNE,,,14313,salvage,,MD - BALTIMORE EAST,salvage_auction,WP1AA2AY6RD******,WP1AA2AY6RD******,https://www.copart.com/lot/48133836,,2026-05-14 03:48:49.281534+00:00
salvage,copart,2019,CAYENNE,,2019 Porsche CAYENNE,,,59118,salvage,,NC - GASTONIA,salvage_auction,WP1AA2AY0KD******,WP1AA2AY0KD******,https://www.copart.com/lot/51331306,,2026-05-14 03:48:49.281549+00:00
salvage,copart,2018,CAYENNE,S,2018 Porsche CAYENNE S,,,88945,salvage,,KY - LOUISVILLE,salvage_auction,WP1AB2A23JL******,WP1AB2A23JL******,https://www.copart.com/lot/52170056,,2026-05-14 03:48:49.281573+00:00
salvage,copart,2023,CAYENNE,BASE,2023 Porsche CAYENNE BASE,,,22095,salvage,,TX - DALLAS,salvage_auction,WP1AA2AY9PD******,WP1AA2AY9PD******,https://www.copart.com/lot/48981606,,2026-05-14 03:48:49.281580+00:00
clean,copart,2023,CAYENNE,TURBO S E-HYBRID,2023 Porsche CAYENNE TURBO S E-HYBRID,,,,unknown,,TX - HOUSTON EAST,salvage_auction,WP1AH2AY0PD******,WP1AH2AY0PD******,https://www.copart.com/lot/48699616,,2026-05-14 03:48:49.281596+00:00
clean,copart,2020,CAYENNE,,2020 Porsche CAYENNE,,,52071,unknown,,IL - CHICAGO SOUTH,salvage_auction,WP1AA2AY8LD******,WP1AA2AY8LD******,https://www.copart.com/lot/98859845,,2026-05-14 03:48:49.281604+00:00
clean,copart,2020,CAYENNE,COUPE,2020 Porsche CAYENNE COUPE,,,,unknown,,CA - VAN NUYS,salvage_auction,WP1BA2AY9LD******,WP1BA2AY9LD******,https://www.copart.com/lot/98609335,,2026-05-14 03:48:49.281611+00:00
clean,copart,2018,CAYENNE,S,2018 Porsche CAYENNE S,,,169528,unknown,,ON - LONDON,salvage_auction,WPAB2A2XJX******,WPAB2A2XJX******,https://www.copart.com/lot/97816925,,2026-05-14 03:48:49.281620+00:00
clean,copart,2019,CAYENNE,S,2019 Porsche CAYENNE S,,,103304,unknown,,CO - DENVER SOUTH,salvage_auction,WP1AB2AY8KD******,WP1AB2AY8KD******,https://www.copart.com/lot/97661855,,2026-05-14 03:48:49.281628+00:00
clean,copart,2021,CAYENNE,E HYBRID COUPE,2021 Porsche CAYENNE E HYBRID COUPE,,,,unknown,,OR - PORTLAND NORTH,salvage_auction,WP1BE2AY8MD******,WP1BE2AY8MD******,https://www.copart.com/lot/96994425,,2026-05-14 03:48:49.281635+00:00
clean,copart,2014,CAYENNE,GTS,2014 Porsche CAYENNE GTS,,,118203,unknown,,GA - ATLANTA WEST,salvage_auction,WP1AD2A27EL******,WP1AD2A27EL******,https://www.copart.com/lot/94499535,,2026-05-14 03:48:49.281652+00:00
clean,copart,2017,CAYENNE,GTS,2017 Porsche CAYENNE GTS,,,,unknown,,FL - MIAMI NORTH,salvage_auction,WP1AD2A23HL******,WP1AD2A23HL******,https://www.copart.com/lot/94309295,,2026-05-14 03:48:49.281658+00:00
clean,copart,2020,CAYENNE,,2020 Porsche CAYENNE,,,89130,unknown,,IL - CHICAGO NORTH,salvage_auction,WP1AA2AY3LD******,WP1AA2AY3LD******,https://www.copart.com/lot/90590985,,2026-05-14 03:48:49.281674+00:00
clean,copart,2016,CAYENNE,S,2016 Porsche CAYENNE S,,,79751,unknown,,NY - SYRACUSE,salvage_auction,WP1AB2A20GL******,WP1AB2A20GL******,https://www.copart.com/lot/90051985,,2026-05-14 03:48:49.281682+00:00
clean,copart,2014,CAYENNE,S,2014 Porsche CAYENNE S,,,162873,unknown,,MI - WAYLAND,salvage_auction,WP1AB2A23EL******,WP1AB2A23EL******,https://www.copart.com/lot/82563775,,2026-05-14 03:48:49.281690+00:00
clean,copart,2021,CAYENNE,,2021 Porsche CAYENNE,,,24175,unknown,,TN - KNOXVILLE,salvage_auction,WP1AA2AY9MD******,WP1AA2AY9MD******,https://www.copart.com/lot/80371005,,2026-05-14 03:48:49.281699+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,112210,unknown,,PA - PHILADELPHIA,salvage_auction,WP1AA2A22GK******,WP1AA2A22GK******,https://www.copart.com/lot/79938585,,2026-05-14 03:48:49.281707+00:00
clean,copart,2023,CAYENNE,TURBO S E-HYBRID,2023 Porsche CAYENNE TURBO S E-HYBRID,,,31636,unknown,,NJ - TRENTON,salvage_auction,WP1AH2AYXPD******,WP1AH2AYXPD******,https://www.copart.com/lot/79672725,,2026-05-14 03:48:49.281731+00:00
clean,copart,2014,CAYENNE,S HYBRID,2014 Porsche CAYENNE S HYBRID,,,121988,unknown,,CT - HARTFORD,salvage_auction,WP1AE2A28EL******,WP1AE2A28EL******,https://www.copart.com/lot/77939175,,2026-05-14 03:48:49.281761+00:00
clean,copart,2021,CAYENNE,,2021 Porsche CAYENNE,,,48810,unknown,,CA - VAN NUYS,salvage_auction,WP1AA2AY5MD******,WP1AA2AY5MD******,https://www.copart.com/lot/77656875,,2026-05-14 03:48:49.281770+00:00
clean,copart,2020,CAYENNE,,2020 Porsche CAYENNE,,,21793,unknown,,IL - CHICAGO SOUTH,salvage_auction,WP1AA2AY5LD******,WP1AA2AY5LD******,https://www.copart.com/lot/77419185,,2026-05-14 03:48:49.281777+00:00
clean,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,41752,unknown,,NV - LAS VEGAS,salvage_auction,WP1AA2A22EL******,WP1AA2A22EL******,https://www.copart.com/lot/76482105,,2026-05-14 03:48:49.281799+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,115668,unknown,,NJ - TRENTON,salvage_auction,WP1AA2A20GK******,WP1AA2A20GK******,https://www.copart.com/lot/75746985,,2026-05-14 03:48:49.281807+00:00
clean,copart,2024,CAYENNE,BASE,2024 Porsche CAYENNE BASE,,,17142,unknown,,NY - LONG ISLAND,salvage_auction,WP1AA2AY5RD******,WP1AA2AY5RD******,https://www.copart.com/lot/74649385,,2026-05-14 03:48:49.281816+00:00
clean,copart,2021,CAYENNE,GTS,2021 Porsche CAYENNE GTS,,,27797,unknown,,IL - CHICAGO NORTH,salvage_auction,WP1AG2AY7MD******,WP1AG2AY7MD******,https://www.copart.com/lot/74553605,,2026-05-14 03:48:49.281824+00:00
clean,copart,2024,CAYENNE,S,2024 Porsche CAYENNE S,,,4478,unknown,,MD - BALTIMORE EAST,salvage_auction,WP1AL2AY0RD******,WP1AL2AY0RD******,https://www.copart.com/lot/73306355,,2026-05-14 03:48:49.281831+00:00
clean,copart,2025,CAYENNE,COUPE,2025 Porsche CAYENNE COUPE,,,,unknown,,FL - ORLANDO SOUTH,salvage_auction,WP1BA2AY6SD******,WP1BA2AY6SD******,https://www.copart.com/lot/72134665,,2026-05-14 03:48:49.281838+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,,unknown,,CA - RANCHO CUCAMONGA,salvage_auction,WP1AA2A29GL******,WP1AA2A29GL******,https://www.copart.com/lot/69388395,,2026-05-14 03:48:49.281844+00:00
clean,copart,2020,CAYENNE,,2020 Porsche CAYENNE,,,63053,unknown,,NJ - GLASSBORO EAST,salvage_auction,WP1AA2AY4LD******,WP1AA2AY4LD******,https://www.copart.com/lot/67571185,,2026-05-14 03:48:49.281852+00:00
clean,copart,2017,CAYENNE,,2017 Porsche CAYENNE,,,,unknown,,KY - LEXINGTON WEST,salvage_auction,WP1AA2A2XHK******,WP1AA2A2XHK******,https://www.copart.com/lot/66344973,,2026-05-14 03:48:49.281859+00:00
clean,copart,2017,CAYENNE,,2017 Porsche CAYENNE,,,88191,unknown,,OH - DAYTON,salvage_auction,WP1AA2A29HK******,WP1AA2A29HK******,https://www.copart.com/lot/64607695,,2026-05-14 03:48:49.281867+00:00
clean,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,,unknown,,PA - HARRISBURG,salvage_auction,WP1AF2A28EL******,WP1AF2A28EL******,https://www.copart.com/lot/63538534,,2026-05-14 03:48:49.281874+00:00
clean,copart,2021,CAYENNE,COUPE,2021 Porsche CAYENNE COUPE,,,62136,unknown,,CA - VAN NUYS,salvage_auction,WP1BA2AY3MD******,WP1BA2AY3MD******,https://www.copart.com/lot/55646094,,2026-05-14 03:48:49.281889+00:00
